Date,Open,High,Low,Close,Adj Close,Volume
1962-07-03,1.333333,1.359375,1.333333,1.348958,0.120773,120000
1962-07-05,1.359375,1.395833,1.359375,1.385417,0.124037,98400
1962-07-06,1.385417,1.385417,1.333333,1.375000,0.123104,108000
1962-07-09,1.369792,1.369792,1.348958,1.369792,0.122638,96000
1962-07-10,1.375000,1.432292,1.375000,1.375000,0.123104,321600
1962-07-11,1.359375,1.359375,1.333333,1.354167,0.121239,160800
1962-07-12,1.354167,1.375000,1.354167,1.359375,0.121706,136800
1962-07-13,1.359375,1.364583,1.338542,1.338542,0.119840,117600
1962-07-16,1.338542,1.369792,1.338542,1.354167,0.121239,132000
1962-07-17,1.354167,1.359375,1.328125,1.333333,0.120300,283200
1962-07-18,1.322917,1.322917,1.296875,1.302083,0.117480,170400
1962-07-19,1.302083,1.322917,1.296875,1.302083,0.117480,175200
1962-07-20,1.307292,1.338542,1.307292,1.328125,0.119830,172800
1962-07-23,1.328125,1.343750,1.312500,1.317708,0.118890,127200
1962-07-24,1.312500,1.312500,1.291667,1.291667,0.116540,302400
1962-07-25,1.281250,1.281250,1.229167,1.276042,0.115131,196800
1962-07-26,1.270833,1.270833,1.260417,1.270833,0.114661,112800
1962-07-27,1.270833,1.307292,1.265625,1.291667,0.116540,105600
1962-07-30,1.291667,1.312500,1.286458,1.296875,0.117010,100800
1962-07-31,1.296875,1.322917,1.296875,1.322917,0.119360,132000
1962-08-01,1.322917,1.328125,1.307292,1.317708,0.118890,201600
1962-08-02,1.317708,1.328125,1.307292,1.317708,0.118890,103200
1962-08-03,1.317708,1.333333,1.317708,1.333333,0.120300,52800
1962-08-06,1.333333,1.348958,1.333333,1.343750,0.121240,88800
1962-08-07,1.343750,1.354167,1.317708,1.348958,0.121709,151200
1962-08-08,1.338542,1.338542,1.317708,1.328125,0.119830,115200
1962-08-09,1.328125,1.333333,1.312500,1.317708,0.118890,172800
1962-08-10,1.317708,1.322917,1.302083,1.312500,0.118420,134400
1962-08-13,1.312500,1.322917,1.291667,1.302083,0.117480,235200
1962-08-14,1.302083,1.328125,1.296875,1.312500,0.118420,160800
1962-08-15,1.328125,1.406250,1.328125,1.406250,0.126879,304800
1962-08-16,1.406250,1.416667,1.385417,1.406250,0.126879,175200
1962-08-17,1.406250,1.416667,1.385417,1.406250,0.126879,163200
1962-08-20,1.406250,1.421875,1.401042,1.401042,0.126409,141600
1962-08-21,1.401042,1.421875,1.385417,1.401042,0.126409,160800
1962-08-22,1.411458,1.432292,1.411458,1.427083,0.128758,235200
1962-08-23,1.427083,1.479167,1.421875,1.442708,0.130168,247200
1962-08-24,1.442708,1.473958,1.442708,1.458333,0.131578,76800
1962-08-27,1.458333,1.473958,1.442708,1.473958,0.132988,168000
1962-08-28,1.473958,1.473958,1.458333,1.458333,0.131578,180000
1962-08-29,1.458333,1.473958,1.437500,1.458333,0.131578,290400
1962-08-30,1.458333,1.473958,1.458333,1.458333,0.131578,168000
1962-08-31,1.463542,1.489583,1.463542,1.463542,0.132048,93600
1962-09-04,1.463542,1.494792,1.447917,1.447917,0.130638,228000
1962-09-05,1.437500,1.437500,1.401042,1.411458,0.127349,386400
1962-09-06,1.411458,1.416667,1.390625,1.411458,0.127349,182400
1962-09-07,1.411458,1.432292,1.395833,1.432292,0.129228,290400
1962-09-10,1.427083,1.427083,1.390625,1.406250,0.126879,165600
1962-09-11,1.406250,1.416667,1.401042,1.411458,0.127349,103200
1962-09-12,1.411458,1.432292,1.406250,1.416667,0.127818,103200
1962-09-13,1.427083,1.458333,1.427083,1.453125,0.131108,120000
1962-09-14,1.453125,1.458333,1.406250,1.406250,0.126879,144000
1962-09-17,1.406250,1.421875,1.395833,1.401042,0.126409,232800
1962-09-18,1.401042,1.427083,1.401042,1.421875,0.128288,204000
1962-09-19,1.390625,1.411458,1.390625,1.406250,0.126879,134400
1962-09-20,1.406250,1.427083,1.406250,1.421875,0.128288,160800
1962-09-21,1.406250,1.406250,1.390625,1.406250,0.126879,230400
1962-09-24,1.390625,1.390625,1.354167,1.369792,0.123589,261600
1962-09-25,1.369792,1.390625,1.369792,1.390625,0.125469,112800
1962-09-26,1.390625,1.390625,1.348958,1.348958,0.121709,211200
1962-09-27,1.348958,1.369792,1.328125,1.328125,0.119830,232800
1962-09-28,1.328125,1.348958,1.312500,1.312500,0.118420,81600
1962-10-01,1.302083,1.317708,1.302083,1.307292,0.117950,105600
1962-10-02,1.307292,1.369792,1.302083,1.312500,0.118420,165600
1962-10-03,1.312500,1.354167,1.312500,1.322917,0.119360,76800
1962-10-04,1.322917,1.354167,1.317708,1.354167,0.122179,79200
1962-10-05,1.354167,1.359375,1.338542,1.343750,0.121240,86400
1962-10-08,1.338542,1.338542,1.328125,1.338542,0.120770,110400
1962-10-09,1.312500,1.333333,1.312500,1.317708,0.118890,324000
1962-10-10,1.317708,1.354167,1.317708,1.354167,0.122179,139200
1962-10-11,1.333333,1.333333,1.312500,1.328125,0.119830,189600
1962-10-12,1.322917,1.322917,1.312500,1.317708,0.118890,72000
1962-10-15,1.317708,1.369792,1.317708,1.369792,0.123589,76800
1962-10-16,1.348958,1.385417,1.348958,1.348958,0.122642,225600
1962-10-17,1.348958,1.364583,1.348958,1.359375,0.123589,153600
1962-10-18,1.359375,1.364583,1.333333,1.333333,0.121222,184800
1962-10-19,1.333333,1.348958,1.291667,1.291667,0.117434,314400
1962-10-22,1.286458,1.286458,1.260417,1.265625,0.115066,180000
1962-10-23,1.265625,1.276042,1.234375,1.244792,0.113172,180000
1962-10-24,1.244792,1.286458,1.234375,1.281250,0.116487,249600
1962-10-25,1.281250,1.307292,1.250000,1.276042,0.116013,230400
1962-10-26,1.276042,1.307292,1.270833,1.270833,0.115540,88800
1962-10-29,1.338542,1.354167,1.296875,1.328125,0.120748,180000
1962-10-30,1.328125,1.375000,1.312500,1.375000,0.125010,218400
1962-10-31,1.375000,1.380208,1.364583,1.369792,0.124537,151200
1962-11-01,1.369792,1.406250,1.369792,1.401042,0.127378,136800
1962-11-02,1.401042,1.416667,1.395833,1.411458,0.128325,211200
1962-11-05,1.411458,1.453125,1.411458,1.437500,0.130692,172800
1962-11-07,1.437500,1.463542,1.437500,1.458333,0.132587,182400
1962-11-08,1.458333,1.458333,1.442708,1.458333,0.132587,129600
1962-11-09,1.453125,1.453125,1.437500,1.453125,0.132113,120000
1962-11-12,1.453125,1.458333,1.442708,1.458333,0.132587,96000
1962-11-13,1.458333,1.489583,1.453125,1.484375,0.134954,216000
1962-11-14,1.484375,1.526042,1.479167,1.505208,0.136848,261600
1962-11-15,1.505208,1.531250,1.494792,1.500000,0.136375,187200
1962-11-16,1.500000,1.515625,1.494792,1.500000,0.136375,127200
1962-11-19,1.500000,1.505208,1.489583,1.500000,0.136375,112800
1962-11-20,1.500000,1.505208,1.494792,1.500000,0.136375,112800
1962-11-21,1.500000,1.505208,1.494792,1.500000,0.136375,105600
1962-11-23,1.500000,1.526042,1.494792,1.500000,0.136375,228000
1962-11-26,1.500000,1.505208,1.494792,1.500000,0.136375,187200
1962-11-27,1.500000,1.505208,1.484375,1.500000,0.136375,165600
1962-11-28,1.500000,1.505208,1.494792,1.505208,0.136848,177600
1962-11-29,1.505208,1.520833,1.505208,1.505208,0.136848,132000
1962-11-30,1.505208,1.526042,1.505208,1.505208,0.136848,124800
1962-12-03,1.505208,1.520833,1.505208,1.510417,0.137322,81600
1962-12-04,1.510417,1.567708,1.510417,1.567708,0.142530,206400
1962-12-05,1.567708,1.572917,1.552083,1.552083,0.141110,182400
1962-12-06,1.552083,1.578125,1.546875,1.578125,0.143477,127200
1962-12-07,1.578125,1.578125,1.552083,1.572917,0.143004,96000
1962-12-10,1.572917,1.583333,1.541667,1.541667,0.140163,441600
1962-12-11,1.541667,1.541667,1.520833,1.541667,0.140163,408000
1962-12-12,1.536458,1.536458,1.479167,1.494792,0.135901,374400
1962-12-13,1.494792,1.510417,1.489583,1.510417,0.137322,64800
1962-12-14,1.494792,1.494792,1.479167,1.489583,0.135428,88800
1962-12-17,1.489583,1.489583,1.473958,1.473958,0.134007,129600
1962-12-18,1.479167,1.520833,1.479167,1.500000,0.136375,314400
1962-12-19,1.500000,1.539063,1.500000,1.505208,0.136848,103200
1962-12-20,1.505208,1.510417,1.489583,1.489583,0.135428,273600
1962-12-21,1.489583,1.520833,1.479167,1.520833,0.138269,398400
1962-12-24,1.520833,1.531250,1.520833,1.526042,0.138742,117600
1962-12-26,1.536458,1.546875,1.536458,1.546875,0.140636,122400
1962-12-27,1.546875,1.552083,1.536458,1.552083,0.141110,122400
1962-12-28,1.552083,1.552083,1.526042,1.541667,0.140163,158400
1962-12-31,1.541667,1.562500,1.526042,1.557292,0.141583,98400
1963-01-02,1.557292,1.562500,1.541667,1.541667,0.140163,112800
1963-01-03,1.546875,1.567708,1.546875,1.557292,0.141583,74400
1963-01-04,1.557292,1.598958,1.557292,1.593750,0.144898,141600
1963-01-07,1.593750,1.609375,1.588542,1.588542,0.144424,129600
1963-01-08,1.588542,1.609375,1.578125,1.588542,0.144424,261600
1963-01-09,1.588542,1.604167,1.588542,1.588542,0.144424,115200
1963-01-10,1.588542,1.598958,1.583333,1.583333,0.143951,84000
1963-01-11,1.583333,1.593750,1.578125,1.583333,0.143951,129600
1963-01-14,1.583333,1.598958,1.572917,1.593750,0.144898,153600
1963-01-15,1.593750,1.609375,1.572917,1.604167,0.146805,124800
1963-01-16,1.604167,1.619792,1.572917,1.572917,0.143945,62400
1963-01-17,1.572917,1.588542,1.567708,1.588542,0.145375,88800
1963-01-18,1.588542,1.609375,1.583333,1.583333,0.144898,196800
1963-01-21,1.583333,1.583333,1.546875,1.546875,0.141562,204000
1963-01-22,1.546875,1.567708,1.546875,1.557292,0.142515,156000
1963-01-23,1.557292,1.562500,1.546875,1.552083,0.142039,151200
1963-01-24,1.552083,1.578125,1.552083,1.557292,0.142515,256800
1963-01-25,1.557292,1.572917,1.552083,1.562500,0.142992,240000
1963-01-28,1.562500,1.609375,1.557292,1.583333,0.144898,266400
1963-01-29,1.583333,1.598958,1.572917,1.588542,0.145375,292800
1963-01-30,1.588542,1.598958,1.578125,1.588542,0.145375,96000
1963-01-31,1.588542,1.604167,1.583333,1.604167,0.146805,127200
1963-02-01,1.604167,1.609375,1.583333,1.583333,0.144898,151200
1963-02-04,1.583333,1.583333,1.541667,1.572917,0.143945,103200
1963-02-05,1.567708,1.567708,1.541667,1.552083,0.142039,153600
1963-02-06,1.552083,1.567708,1.541667,1.562500,0.142992,81600
1963-02-07,1.562500,1.562500,1.489583,1.520833,0.139179,132000
1963-02-08,1.515625,1.515625,1.500000,1.515625,0.138702,170400
1963-02-11,1.515625,1.515625,1.484375,1.489583,0.136319,223200
1963-02-12,1.489583,1.515625,1.489583,1.515625,0.138702,151200
1963-02-13,1.515625,1.520833,1.500000,1.515625,0.138702,86400
1963-02-14,1.515625,1.531250,1.515625,1.520833,0.139179,45600
1963-02-15,1.510417,1.510417,1.494792,1.500000,0.137272,412800
1963-02-18,1.500000,1.520833,1.484375,1.500000,0.137272,225600
1963-02-19,1.500000,1.505208,1.489583,1.489583,0.136319,230400
1963-02-20,1.489583,1.494792,1.458333,1.479167,0.135365,266400
1963-02-21,1.479167,1.479167,1.458333,1.463542,0.133936,192000
1963-02-25,1.458333,1.473958,1.458333,1.468750,0.134412,132000
1963-02-26,1.468750,1.479167,1.463542,1.479167,0.135365,105600
1963-02-27,1.473958,1.473958,1.458333,1.463542,0.133936,117600
1963-02-28,1.463542,1.468750,1.458333,1.458333,0.133459,91200
1963-03-01,1.458333,1.468750,1.442708,1.453125,0.132982,384000
1963-03-04,1.453125,1.489583,1.453125,1.484375,0.135842,156000
1963-03-05,1.484375,1.500000,1.463542,1.468750,0.134412,206400
1963-03-06,1.468750,1.489583,1.468750,1.484375,0.135842,175200
1963-03-07,1.484375,1.505208,1.484375,1.500000,0.137272,98400
1963-03-08,1.500000,1.505208,1.479167,1.479167,0.135365,170400
1963-03-11,1.479167,1.505208,1.479167,1.500000,0.137272,148800
1963-03-12,1.500000,1.510417,1.500000,1.505208,0.137749,141600
1963-03-13,1.505208,1.510417,1.489583,1.494792,0.136796,254400
1963-03-14,1.494792,1.500000,1.494792,1.494792,0.136796,48000
1963-03-15,1.484375,1.484375,1.479167,1.479167,0.135365,132000
1963-03-18,1.479167,1.494792,1.463542,1.489583,0.136319,184800
1963-03-19,1.489583,1.489583,1.463542,1.489583,0.136319,74400
1963-03-20,1.489583,1.494792,1.458333,1.473958,0.134889,175200
1963-03-21,1.473958,1.473958,1.447917,1.468750,0.134412,60000
1963-03-22,1.468750,1.484375,1.468750,1.468750,0.134412,31200
1963-03-25,1.468750,1.494792,1.458333,1.463542,0.133936,146400
1963-03-26,1.468750,1.484375,1.468750,1.484375,0.135842,55200
1963-03-27,1.484375,1.510417,1.484375,1.510417,0.138225,240000
1963-03-28,1.515625,1.536458,1.515625,1.536458,0.140609,134400
1963-03-29,1.531250,1.531250,1.510417,1.520833,0.139179,220800
1963-04-01,1.520833,1.578125,1.520833,1.546875,0.141562,134400
1963-04-02,1.546875,1.557292,1.546875,1.546875,0.141562,144000
1963-04-03,1.546875,1.562500,1.541667,1.562500,0.142992,115200
1963-04-04,1.562500,1.567708,1.546875,1.557292,0.142515,100800
1963-04-05,1.557292,1.557292,1.546875,1.557292,0.142515,45600
1963-04-08,1.557292,1.578125,1.557292,1.572917,0.143945,158400
1963-04-09,1.572917,1.593750,1.557292,1.593750,0.145852,228000
1963-04-10,1.593750,1.593750,1.541667,1.562500,0.142992,715200
1963-04-11,1.562500,1.562500,1.526042,1.557292,0.142515,408000
1963-04-15,1.557292,1.557292,1.541667,1.557292,0.142515,151200
1963-04-16,1.552083,1.552083,1.531250,1.552083,0.143188,129600
1963-04-17,1.552083,1.552083,1.531250,1.541667,0.142227,88800
1963-04-18,1.541667,1.572917,1.536458,1.562500,0.144149,158400
1963-04-19,1.562500,1.578125,1.541667,1.567708,0.144629,420000
1963-04-22,1.562500,1.562500,1.541667,1.546875,0.142707,163200
1963-04-23,1.541667,1.541667,1.526042,1.536458,0.141746,230400
1963-04-24,1.536458,1.541667,1.526042,1.526042,0.140785,228000
1963-04-25,1.536458,1.557292,1.536458,1.546875,0.142707,283200
1963-04-26,1.546875,1.567708,1.541667,1.552083,0.143188,170400
1963-04-29,1.552083,1.562500,1.546875,1.552083,0.143188,168000
1963-04-30,1.552083,1.567708,1.552083,1.552083,0.143188,199200
1963-05-01,1.552083,1.567708,1.541667,1.552083,0.143188,196800
1963-05-02,1.562500,1.572917,1.562500,1.562500,0.144149,156000
1963-05-03,1.562500,1.583333,1.552083,1.562500,0.144149,163200
1963-05-06,1.562500,1.604167,1.552083,1.593750,0.147032,676800
1963-05-07,1.593750,1.614583,1.583333,1.583333,0.146071,290400
1963-05-08,1.583333,1.609375,1.567708,1.609375,0.148473,153600
1963-05-09,1.609375,1.651042,1.604167,1.645833,0.151837,520800
1963-05-10,1.645833,1.682292,1.640625,1.677083,0.154720,343200
1963-05-13,1.677083,1.729167,1.677083,1.718750,0.158564,300000
1963-05-14,1.718750,1.734375,1.713542,1.723958,0.159044,184800
1963-05-15,1.723958,1.729167,1.713542,1.729167,0.159525,132000
1963-05-16,1.729167,1.744792,1.723958,1.729167,0.159525,192000
1963-05-17,1.729167,1.744792,1.723958,1.729167,0.159525,204000
1963-05-20,1.729167,1.739583,1.723958,1.734375,0.160005,91200
1963-05-21,1.729167,1.729167,1.708333,1.723958,0.159044,374400
1963-05-22,1.723958,1.739583,1.718750,1.718750,0.158564,199200
1963-05-23,1.723958,1.765625,1.723958,1.755208,0.161927,511200
1963-05-24,1.755208,1.770833,1.750000,1.765625,0.162888,134400
1963-05-27,1.760417,1.760417,1.744792,1.750000,0.161447,165600
1963-05-28,1.750000,1.786458,1.750000,1.776042,0.163849,278400
1963-05-29,1.776042,1.807292,1.770833,1.796875,0.165771,105600
1963-05-31,1.812500,1.869792,1.812500,1.848958,0.170576,328800
1963-06-03,1.859375,1.911458,1.859375,1.906250,0.175862,283200
1963-06-04,1.906250,1.916667,1.885417,1.916667,0.176822,328800
1963-06-05,1.916667,1.953125,1.916667,1.921875,0.177303,336000
1963-06-06,1.921875,1.953125,1.921875,1.921875,0.177303,249600
1963-06-07,1.906250,1.906250,1.875000,1.875000,0.172979,312000
1963-06-10,1.854167,1.854167,1.812500,1.833333,0.169135,355200
1963-06-11,1.833333,1.848958,1.807292,1.812500,0.167213,268800
1963-06-12,1.812500,1.843750,1.796875,1.807292,0.166732,268800
1963-06-13,1.807292,1.812500,1.796875,1.796875,0.165771,112800
1963-06-14,1.796875,1.833333,1.776042,1.833333,0.169135,247200
1963-06-17,1.833333,1.843750,1.796875,1.796875,0.165771,112800
1963-06-18,1.796875,1.817708,1.796875,1.812500,0.167213,115200
1963-06-19,1.812500,1.828125,1.791667,1.791667,0.165291,247200
1963-06-20,1.796875,1.817708,1.796875,1.802083,0.166252,218400
1963-06-21,1.812500,1.828125,1.812500,1.822917,0.168174,192000
1963-06-24,1.822917,1.833333,1.812500,1.812500,0.167213,98400
1963-06-25,1.812500,1.828125,1.791667,1.812500,0.167213,309600
1963-06-26,1.812500,1.812500,1.791667,1.802083,0.166252,124800
1963-06-27,1.796875,1.796875,1.781250,1.781250,0.164330,189600
1963-06-28,1.781250,1.807292,1.776042,1.796875,0.165771,153600
1963-07-01,1.796875,1.802083,1.750000,1.770833,0.163369,187200
1963-07-02,1.770833,1.817708,1.765625,1.817708,0.167693,559200
1963-07-03,1.822917,1.854167,1.822917,1.854167,0.171056,208800
1963-07-05,1.854167,1.869792,1.848958,1.869792,0.172498,144000
1963-07-08,1.869792,1.890625,1.864583,1.869792,0.172498,192000
1963-07-09,1.869792,1.885417,1.859375,1.880208,0.173459,151200
1963-07-10,1.880208,1.901042,1.875000,1.885417,0.173940,127200
1963-07-11,1.890625,1.921875,1.890625,1.911458,0.176342,319200
1963-07-12,1.911458,1.911458,1.890625,1.901042,0.175381,110400
1963-07-15,1.901042,1.901042,1.875000,1.875000,0.172979,163200
1963-07-16,1.869792,1.869792,1.838542,1.854167,0.172205,324000
1963-07-17,1.854167,1.864583,1.854167,1.854167,0.172205,108000
1963-07-18,1.854167,1.869792,1.838542,1.838542,0.170753,518400
1963-07-19,1.833333,1.833333,1.812500,1.828125,0.169786,74400
1963-07-22,1.822917,1.822917,1.796875,1.817708,0.168819,187200
1963-07-23,1.812500,1.812500,1.796875,1.802083,0.167367,79200
1963-07-24,1.802083,1.807292,1.776042,1.796875,0.166884,100800
1963-07-25,1.796875,1.812500,1.796875,1.802083,0.167367,151200
1963-07-26,1.796875,1.796875,1.744792,1.750000,0.162530,172800
1963-07-29,1.750000,1.750000,1.734375,1.744792,0.162046,93600
1963-07-30,1.755208,1.791667,1.755208,1.786458,0.165916,105600
